Run Subrun Event
17869 182 9149 
16341 206 10322 
14637 186 9332 
14637 193 9663 
14559 138 6901 
15367 20 1012 
14743 119 5996 
17875 403 20166 
14942 18 947 
14229 23 1175 
14229 59 2975 
17960 88 4444 
14539 204 10232 
14463 69 3488 
14959 28 1434 
14965 47 2362 
17731 4 229 
14787 46 2309 
14989 287 14386 
15238 49 2462 
14584 17 892 
16006 115 5790 
18039 101 5056 
15222 93 4680 
14610 123 6160 
17871 98 4901 
14521 95 4775 
15127 81 4077 
14907 79 3994 
17829 201 10099 
14207 20 1040 
14358 232 11635 
14725 29 1472 
14912 80 4014 
15097 214 10724 
15172 12 608 
15154 182 9106 
15118 172 8636 
17840 96 4842 
17840 264 13218 
14452 39 1971 
14394 21 1098 
14149 221 11070 
15270 46 2346 
14235 138 6915 
14564 164 8221 
18018 14 706 
18018 22 1131 
18021 560 28039 
17834 59 2968 
14721 105 5285 
16348 83 4157 
17238 24 1206 
14388 1 55 
14388 43 2176 
14938 270 13537 
